,screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment
290,royjadunath,252,595,8,1648,827,False,17.083333333333332,128.75,0.25,Twitter for Android,5
291,SRK_Frooti,428,15757,46,47726,522,False,80.55555555555556,615.75,0.15,Twitter for Android,6
292,SuperGops,894,21,46,189,516,False,46.95238095238095,0.05,0.2,Twitter Web Client,5
293,azhar_NRS,31,111,1,694,44,False,39.5,1784.8,0.0,Twitter for Android,6
294,jasmvk,178,2970,29,20959,343,False,1.0,783.4,0.0,Twitter for iPhone,5
295,kelashsha1,309,10677,11,9452,272,False,423.57142857142856,92.05,0.0,TweetDeck,4
296,HaleyShroff,115,5539,11,4609,86,False,389.8333333333333,181.3,0.0,TweetDeck,5
297,kamlesh141986,145,4468,9,4640,809,False,36.0,66.55,0.2,Twitter for Android,4
298,krr_cgt,48,0,4,1222,546,False,-1,0.0,0.0,Twitter Web Client,5
299,MufflerMan_vish,1748,38773,31,31386,1431,False,17.5,118.15,0.0,Twitter for iPhone,4
300,Beingdaring1,431,10146,14,13093,377,False,5.2,923.3,0.0,Twitter for Android,5
301,sistlamurali,695,53555,41,47357,543,False,22.8,148.4,0.0,Twitter Web Client,4
302,summersalsa,171,696,3,2484,34,False,13.0,2220.8888888888887,0.16666666666666666,Twitter for iPhone,5
303,PreetIn00536904,227,649,11,30934,130,False,142.11764705882354,26109.2,0.05,Twitter for Android,7
304,ranjitsirvashi,192,32962,60,57524,120,False,91.6,113.95,0.0,Twitter for Android,4
305,maddyb65,303,7878,24,7906,791,False,-1,52.1,0.0,Twitter for Android,5
306,MaheshK19700994,0,54,1,30,10,False,118.83333333333333,1414.75,0.0,Twitter for Android,6
307,arunjaitley,6362893,24,2410,1684,161,True,1.5,177.75,1095.45,Twitter for iPhone,6
308,RaghavendraMP,191,67,5,2092,359,False,24.5,183.5,0.0,Twitter for Android,5
309,KiranKS,95155,4,735,143226,1132,False,24.166666666666668,131.25,15.9,Twitter Web Client,6
310,minicnair,740,7254,20,25298,95,False,120.0,1.7,1.9,Twitter for iPhone,5
311,HMOULI,756,11378,52,35631,2062,False,1.0,44.95,0.2,Twitter Web Client,5
312,oldkrish,2685,494,20,26022,792,False,-1,3.9,1.9,Twitter for iPhone,4
313,digitalriser,27,0,0,111,50,False,-1,0.1,0.1,WordPress.com,5
314,DrGarekar,128771,18636,386,225493,6112,False,12.2,5.85,2.0,Mobile Web (M5),6
315,MeenuKalra5,4,200,1,207,13,False,79.94117647058823,3844.05,0.0,Twitter for Android,6
316,iamAKHTER,297,26740,40,36716,744,False,119.33333333333333,184.3,0.0,Twitter for iPhone,3
317,sujataanandan,4449,12789,191,64789,263,False,83.0,94.75,0.6,Twitter for Android,5
318,guptavanna,168,210,19,1831,176,False,12.666666666666666,761.95,0.05,Twitter for iPhone,5
319,IndieKidHit,496,5000,37,10687,1202,False,67.0,9266.78947368421,5.842105263157895,Twitter for Android,4
320,SRKfanforeverr,2298,37935,38,89513,608,False,8.857142857142858,185.05,0.05,Twitter for iPhone,6
321,IshanShaykh,13,17,0,27,106,False,36.0,172.95,0.15,Twitter for Android,6
322,fallenhero24,17,501,1,397,112,False,1.0,307.25,0.05,Twitter for Android,5
323,IndiaTodayTech,6755,0,73,5055,10,True,-1,4.1,7.05,Hootsuite,4
324,81_jignesh,217,5575,11,4778,111,False,123.16666666666667,103.7,0.0,TweetDeck,4
325,VisvyaMedia,256,0,108,44047,0,False,22.2,0.0,0.05,IFTTT,5
326,ArticClock,265,4299,24,20311,464,False,110.25,17.0,0.25,Twitter Web Client,5
327,nand_shubham,3312,4025,32,21360,306,False,31.857142857142858,58.3,0.25,Twitter for Android,5
328,narutokyuubi22,192,539,11,3887,63,False,49.0,43.25,0.05,IFTTT,5
329,AmbedkarCaravan,21223,1393,124,37589,317,True,87.85714285714286,46.45,1.9,Twitter for Android,5
330,SShoheb,107,8926,22,10897,52,False,1.5,56.7,0.25,Twitter for Android,5
331,TahirMulla555,57,1646,6,2298,85,False,2.6666666666666665,122.35,0.0,Twitter for Android,5
332,asadowaisi,163890,150,411,11693,650,False,16.0,51.6,43.75,Twitter for iPhone,5
333,arunksheoran,172,185,1,1164,273,False,13.777777777777779,76.4,0.0,Twitter for Android,5
334,suhas_sakarkar,12,7,0,98,42,False,16.285714285714285,0.0,0.0,Twitter Web Client,5
335,arfat_niyazi,643,3509,5,7388,664,False,1.0,273.95,0.65,Twitter for Android,5
336,srspdkt,2207,13785,16,6778,2746,False,24.666666666666668,2.75,2.8,Twitter for Android,4
337,Ayesha16003856,11,116,4,136,80,False,4.9,238.3,0.0,Twitter for Android,6
338,SaiyedJuned,109,1591,6,4379,348,False,46.25,99.45,0.0,Twitter for Android,4
339,Eranupam20,13,36,0,11,37,False,9.0,0.0,0.18181818181818182,Twitter for Android,5
340,MANDALAPUPRASA2,1,0,0,4,62,False,-1,0.0,0.0,Twitter for Android,6
341,AnalChudasma,386,8761,14,7563,261,False,327.0,89.65,0.0,TweetDeck,4
342,dr_hemantmittal,1252,243,44,15343,116,False,18.2,81.05,0.15,Twitter for iPhone,5
343,jangir_insan,168,739,12,50035,8,False,489.42857142857144,87.1,0.0,Twitter for Android,6
344,JagdeepInsan3,555,2132,26,122035,45,False,527.7368421052631,1143.3,0.0,Twitter for Android,6
345,MarathaKrantiM5,280,4185,10,4866,270,False,32.285714285714285,57.8,0.0,Twitter for Android,5
346,MumbaiInsider,1343,3,283,74810,82,False,20.333333333333332,0.2,0.5,dlvr.it,5
347,madil80,52310,7249,1509,105254,115,False,162.0,18.1,0.0,Twitter for Android,6
348,BreakiNews,2513,9363,240,293692,505,False,11.2,98.4375,0.0625,Twitter for Android,5
349,5_pruthvi,235,6373,9,5375,98,False,493.75,53.15,0.0,TweetDeck,4
350,BeingARSHIYA07,89,447,12,8025,75,False,13.75,37.7,0.0,Twitter Web Client,5
351,IronHeet,69,5418,4,4551,89,False,470.8333333333333,173.7,0.0,TweetDeck,4
352,christie_girly,537,22918,27,21743,336,False,85.66666666666667,216.55,0.0,50_christie,4
353,wfhInd,227,3,75,89988,34,False,118.0,0.0,0.0,IFTTT,4
354,apunBoleToh,70,90,0,263,89,False,2.0,7348.7,0.0,Twitter for Android,5
355,teamrrg,126,2018,4,2339,1650,False,2.230769230769231,153.25,0.35,Twitter for Android,5
356,aamirspk1,658,4644,6,14258,259,False,11.5,111.75,0.25,Twitter for iPhone,5
357,maplalupanel001,19,1,0,17,101,False,2.933333333333333,0.0,0.4,Twitter Web Client,5
358,Jeyshankark,112,294,2,1571,441,False,33.0,63.5,0.0,Twitter for Android,4
359,RaviPan66463100,227,15509,38,13788,618,False,67.8,28.45,0.0,Twitter for Android,5
360,ModiMission2019,11137,1163,16,2582,2001,False,14.647058823529411,640.85,20.55,Twitter for Android,5
361,MDNJVD,102,1089,1,7565,189,False,1.0,0.0,0.0,Facebook,5
362,SoPoApp,23,0,0,23,277,False,19.441176470588236,0.0,0.1,Hootsuite,6
363,camkmehta,184,6,0,34,273,False,32.1,0.75,0.15,Twitter for iPhone,5
364,Surjeet855,15,3,4,1591,35,False,254.14285714285714,15844.35,0.0,Twitter for Android,6
365,viralvm69,438,1429,428,70880,362,False,59.86363636363637,173.4,0.0,Twitter for Android,5
366,tech2eets,52941,809,1071,44402,497,True,7.615384615384615,6.3,8.5,Buffer,5
367,zaafir4u,277,5497,12,2435,210,False,37.333333333333336,102.2,0.75,Twitter for Android,4
368,varunSrkian,161,12709,28,19513,320,False,25.272727272727273,343.55,0.0,Twitter for Windows,5
369,skjsdr,117,3308,39,46667,181,False,20.0,375.15,0.0,Twitter for iPhone,4
370,kanchan27296976,47,549,0,59,92,False,5.75,7.6,0.95,Twitter for Android,5
371,chowdharyHC,454,1989,14,3550,390,False,87.0,401.3,0.0,Twitter for Android,4
372,ahsiA_Aisha,315,599,1,5233,896,False,33.285714285714285,1310.8333333333333,0.05555555555555555,Twitter for Android,6
373,abidalisidd,5,132,1,86,11,False,25.0,251.55,0.0,Twitter for Android,4
374,bharat_builder,29850,15882,224,184973,502,False,97.6,224.75,0.6,Twitter for Android,4
375,jagjeetdholl645,1077,466,6,40629,480,False,221.88235294117646,27127.15,0.0,Twitter for Android,7
376,ikhantweets,208,1037,2,5781,197,False,30.428571428571427,6520.85,0.0,Twitter for Android,5
377,Chandra06005540,0,0,0,10,3,False,-1,0.0,0.1,Twitter for Android,5
378,RamaSevak,146,2054,1,4459,87,False,-1,49.55,0.7,Twitter for Android,5
379,TilakShroff,319,6845,9,5753,242,False,173.71428571428572,100.15,0.25,TweetDeck,4
380,aatif9096,138,12741,7,9995,221,False,78.71428571428571,476.75,0.0,Twitter for Android,5
381,pns_123,138,2867,23,10393,504,False,11.0,464.4,0.0,Twitter Web Client,4
382,RAHIL_TAWSEEF,75,25643,4,3170,137,False,12.75,430.05,0.0,Twitter for iPhone,5
383,Manoranjan328,328,1093,17,20645,137,False,4.090909090909091,6608.35,0.0,Twitter for Android,5
384,bonney_john,223,129,11,1279,141,False,-1,13256.5,0.0,Twitter for Android,4
385,ak_iharsh,513,8033,25,20602,62,False,12.0,374.85,0.0,Twitter for Android,5
386,khan_zafar99,61,34,10,7455,98,False,233.0,111.0,0.4,Twitter for Android,4
387,Dave_Vinita,408,9316,11,8231,285,False,563.0,34.45,0.0,TweetDeck,5
388,surekha7722,50,24,18,16662,35,False,95.33333333333333,529.3,0.0,Twitter Web Client,4
389,TheRohitJadhav,61,5,1,624,190,False,7.5,57.45,0.1,Twitter for Android,6
390,VikramSKumar,108,58,41,6112,247,False,21.8,68.45,0.05,Twitter for Android,4
391,vikashsanjay,4,1,1,637,2,False,-1,0.0,0.0,Twitter Web Client,4
392,zafernaveed1,54,301,3,573,158,False,44.57142857142857,183.4,0.0,Twitter for Android,5
393,sudhir_musale,695,4919,30,11846,2504,False,35.5,5958.5,0.0,Twitter for Android,5
394,net_topnews,5,50,0,402,101,False,-1,0.0,0.05,Twitter Web Client,5
395,tyagi_ajay1,5922,10617,22,7855,1680,False,22.75,166.55,0.0,Twitter for iPhone,5
396,snehithjalagam,270,47,6,3977,282,False,-1,0.0,0.05,Facebook,4
397,isatruelover,525,1194,9,19017,193,False,2.5,25.85,0.15,Twitter for Android,5
398,lethalw2010,1305,4140,96,58699,3539,False,156.33333333333334,494.25,0.0,Twitter Web Client,4
399,Rk_wasim,301,990,1,2668,182,False,11.166666666666666,467.57894736842104,1.0526315789473684,Twitter for Android,5
400,AAOLion,8125,54758,229,198176,1257,False,29.666666666666668,10.95,0.0,Twitter for Android,5
401,Shanayak26,2104,11500,16,20177,275,False,2.6666666666666665,46.8421052631579,0.10526315789473684,Twitter for iPhone,5
402,ndm10786,178,1293,1,612,1339,False,29.0,40589.5,0.0,Twitter for Android,6
403,reyaz3609,129,1798,6,2055,573,False,1.0,2529.65,0.05,Twitter for Android,6
404,OnlyForPsPk,1440,1251,22,31878,149,False,6.0,391.55,0.15,Twitter Web Client,4
405,ajeetbidhuri,243,1616,1,2136,197,False,11.333333333333334,160.15,0.15,Twitter for Android,5
406,aleemudasir,276,1838,11,10578,302,False,19.857142857142858,770.25,0.15,Twitter for Android,4
407,sgroversayswhat,435,753,7,2466,99,False,6.428571428571429,94.15,0.7,Twitter for Android,4
408,MrRobot28,220,99,36,7600,166,False,16.363636363636363,119.5,0.0,Twitter for Android,5
409,igujju,1681,546,32,5373,621,False,-1,284.3,0.0,Twitter for iPhone,5
410,Malvika19686148,544,62778,14,8219,295,False,15.333333333333334,307.45,0.0,Twitter for Android,5
411,LkChahar,3188,4138,60,45547,107,False,159.0,95.95,2.65,Twitter for iPhone,5
412,vinodsharma1834,9245,23595,47,82287,675,False,4.888888888888889,44.95,0.4,Twitter for Android,5
413,kamalalwaysrock,292,6161,10,2708,779,False,5.714285714285714,52.95,0.0,Twitter for Android,6
414,bakbakvakil,495,75,7,7795,97,False,1.0,95.8,0.0,Twitter for Android,5
415,Daksha_Amin,402,9487,14,8154,261,False,563.0,44.7,0.0,TweetDeck,5
416,MaskedSRKFan,5484,4518,64,95791,912,False,65.2,1994.8,1.8,Twitter for Android,5
417,mirdhawala,245,16868,12,16852,130,False,23.454545454545453,307.45,0.05,Twitter for Android,6
418,papabetiparvati,104,718,3,5068,22,False,134.73684210526315,5055.15,0.85,Twitter for Android,6
419,prasanto,15239,12887,417,73831,851,True,227.5,1979.5,0.25,Twitter for Android,4
420,dreamstalker999,25,2,0,69,413,False,15.1,1338.45,0.0,Twitter for Android,5
421,ebeen_m,82,24628,8,5433,99,False,15.823529411764707,105.15,0.0,Twitter for Android,6
422,rajeshpatel1278,519,532,17,4749,155,False,20.166666666666668,187.35,0.05,Twitter for Android,5
423,bhavijay_jethva,1187,5491,145,46256,682,False,1.8,0.15,0.35,Facebook,5
424,YSirkeck,932,7296,13,15675,319,False,2.0,3.85,0.65,Facebook,5
425,PIB_India,1103559,2606,2103,121347,317,True,162.5,361.2,2.45,Twitter Web Client,5
426,NITIAayog,1053409,59,1069,3590,169,True,23.5,22.4,20.8,Twitter for iPhone,6
427,Sanjiv_77777,58,2600,7,6750,69,False,85.66666666666667,77.8,0.0,Twitter for Android,4
428,VJ_Naidu040,985,213,6,2884,2287,False,37.18181818181818,361.7894736842105,0.0,Twitter for iPhone,5
429,WadoodM,59,325,2,855,185,False,-1,298.25,0.0,Twitter for Android,5
430,Ahsanich,270,17440,21,6227,307,False,1.3333333333333333,0.0,0.05,Instagram,5
431,juman393,135,18846,39,23244,85,False,8.266666666666667,229.8,0.0,Twitter for iPhone,6
432,LeonMohan,8,16,1,247,0,False,-1,0.05,0.15,Twitter for iPhone,4
433,LADHAI,5920,8172,83,59717,2473,False,27.4,7.5,0.15,Twitter for Android,8
434,PathakAbhi83,108,116,0,284,138,False,1.5,716.35,0.3,Twitter for Android,5
435,kayvenkatesh,728,2256,24,10250,1376,False,6.25,6092.7,0.1,Twitter for iPhone,5
436,WanizaAfroz,1018,17699,36,29495,580,False,3.076923076923077,327.15,0.15,Twitter for Android,6
437,thakkar2020,196,336,3,321,188,False,8.0,0.15,0.0,Twitter for iPhone,4
438,iamshabaan,22,298,2,1706,119,False,23.25,168.1,0.2,Twitter for Android,5
439,Usama_Forever,419,1700,13,11066,315,False,39.8,97.35,0.05,Twitter for Android,5
440,kureelkanpur,2,1,0,131,40,False,-1,0.05,0.05,Twitter Web Client,5
441,anuragbiz,311,4142,189,6581,557,False,4.5,300.05,0.1,Twitter Web Client,5
442,PayExpo,2464,773,200,3957,2203,False,46.116279069767444,0.6,0.8,Twitter for iPhone,5
443,khan316210,1,7,0,4,125,False,-1,1557.0,0.0,Twitter for Android,5
444,crazyyog,138,1454,3,4893,636,False,112.5,2444.65,0.0,Twitter for iPhone,6
445,fatima_zoya26,8152,516,53,82387,190,False,1.0,65.6,2.5,Twitter for iPhone,6
446,VKGanatra,214,6451,10,5518,129,False,126.71428571428571,226.35,0.2,TweetDeck,4
447,aejazkhot,24,15,2,85,140,False,12.222222222222221,421.05,0.75,Twitter for Android,5
448,KingAfr48746438,86,1053,3,411,696,False,23.23076923076923,7015.85,0.05,Twitter for Android,6
449,manishGTR,6,231,0,71,65,False,11.357142857142858,2711.65,0.0,Twitter for iPhone,6
450,Ashu25in,20,887,2,831,30,False,23.636363636363637,2595.7,0.0,Twitter for Android,7
451,suttakid,1136,738,12,30123,466,False,100.6,97.8,0.2,Twitter for Android,5
452,BHARATKANANI,16,2,0,44,4,False,-1,0.0,0.0,Twitter Web Client,5
453,mdisrafil095,456,5022,10,11111,186,False,57.166666666666664,235.1,0.15,Twitter for Android,5
454,Hashtagwalla,103,860,6,5434,564,False,46.4,13140.9,0.0,Twitter for Android,6
455,JPMTR,37,13,0,64,141,False,86.54545454545455,371.4,0.0,Twitter for iPhone,4
456,BudgetGenie,24,0,15,7266,1,False,16.4,0.0,0.0,dlvr.it,5
457,Yogesh_Rya,467,31902,181,22975,602,False,1.0,44.05,0.0,Twitter for Windows Phone,5
458,GadgetOx,199,52,42,3182,29,False,-1,0.05,0.05,WordPress.com,4
459,Fahad74166074,210,20103,18,12289,1161,False,2.1875,221.1,0.0,Twitter for Android,6
460,rahulro13821912,63,7844,7,3009,330,False,13.03125,148.05,0.0,Twitter for Android,6
461,19Bharvad,208,5474,11,4783,110,False,522.8571428571429,127.0,0.0,TweetDeck,5
462,qz_singh,884,30771,45,35125,735,False,563.0,71.3,0.0,Twitter for Android,4
463,Niravhp26,10,23,0,43,74,False,23.5,26.05,0.35,Twitter for Android,5
464,manish_manisja,230,31427,32,21606,160,False,-1,47.2,0.0,Twitter for iPhone,4
465,17Panchal,314,22243,25,23521,211,False,563.0,43.35,0.0,17Panchal,5
466,Rakeshnagpal031,10,9,0,1346,108,False,296.70588235294116,21035.8,0.0,Twitter for Android,7
467,Jasveer71718596,14,2909,2,3492,195,False,274.48148148148147,1116.3,0.05,Twitter for Android,6
468,FaizSiddiquiTOI,33,2,12,781,62,False,52.0,4.25,0.0,Twitter Web Client,6
469,kronkareshwar,995,2306,28,23177,2321,False,-1,3.0,0.05,Twitter for Android,5
470,defad920f38440c,2748,7652,55,383272,1598,False,399.6666666666667,14.8,0.0,Twitter for Android,5
471,DigiHunk,1715,38885,715,39419,1830,False,19.2,17.25,0.0,tweethunk,5
472,iadchauhan,49,111,5,3277,566,False,45.42857142857143,258.8,0.0,Twitter for Android,4
473,kingofpayments,8725,20,10054,220253,230,False,72.06896551724138,2.0,0.0,RoundTeam,5
474,SimarInsan16,178,3297,7,32778,124,False,402.7692307692308,73.3,0.0,Twitter for Android,6
475,ReuvenP,114,29,2,105,217,False,97.0,3.9,0.1,Twitter for Android,5
476,KaushikLele,54,76,1,3287,0,False,-1,0.0,0.0,Twitter Web Client,6
477,rahulnischal,111,7670,175,6108,359,False,45.333333333333336,168.45,0.0,Twitter for iPhone,5
478,SharmaDss,50,3530,2,10379,76,False,232.26315789473685,6859.4,0.0,Twitter for Android,7
479,NandiniSci,68,2150,3,1934,78,False,7.166666666666667,90.7,0.0,Twitter for Android,5
480,byadav44,13,2,1,1714,0,False,59.3125,12.75,0.05,Twitter Web Client,6
481,gecshivendra,51,15,0,120,150,False,77.0,44.2,0.2,Mobile Web (M5),6
482,Sahilkh39377786,0,8,0,1,35,False,-1,1.0,0.0,Twitter for Android,7
483,Erabhinavnigam,205,2538,2,7662,787,False,29.166666666666668,30.5,0.05,Twitter for Android,5
484,PatelJashavant,85,773,3,524,388,False,-1,0.3,0.2,Twitter for Android,5
485,taraspalmaan,30713,36501,180,93567,1545,False,24.444444444444443,74.9,0.15,Twitter for Android,5
486,ratedsrk,132,7693,58,11238,85,False,26.0,326.85,0.0,Twitter for Android,5
487,goodlord12,154,35351,69,44490,329,False,33.4,63.35,0.0,Twitter for Android,4
488,bhawana_pal,2904,7580,46,17035,485,False,77.25,70.35,0.75,Twitter for Android,5
489,im_mnts,1287,325,18,4535,719,False,5.0,128.75,0.7,Twitter for Android,5
490,DigitalAyrshire,1068,40,3914,31920,72,False,36.5,3.85,0.0,EADTcampBot,5
491,patricklamont1,3351,5017,374,641,5004,False,35.29577464788732,3.45,1.75,Buffer,5
492,zameera78300782,204,1503,1,888,1056,False,13.714285714285714,43.1,0.05,Twitter for Android,5
493,NamitShah9,333,7048,9,5875,221,False,215.66666666666666,131.6,0.0,TweetDeck,5
494,imashishch2,1546,6831,18,9432,4956,False,93.75,325.5,0.0,Twitter for Android,4
495,mwaqarazam,8,1157,0,355,119,False,7.285714285714286,82.5,0.05,Twitter for Android,4
496,JugalKhetan,52191,69708,80,145086,40028,False,103.0,9.85,0.25,Twitter Web Client,5
497,NotThatNana,3241,31385,61,60639,737,False,-1,78.85,0.0,Twitter for Android,4
498,SAMANDER_BJP,84,315,0,233,295,False,15.666666666666666,28.4,0.3,Twitter for Android,5
499,BJP4Kota,291,135,0,669,37,False,17.105263157894736,2.95,0.95,Twitter for Android,5
500,Mrs_Modi,15616,1915,21,10530,14582,False,24.95,82.65,0.55,Twitter for iPhone,6
501,erpankajvyas,1554,6951,33,16500,165,False,50.0,0.65,0.3,Twitter for Android,5
502,Omparka49041603,15,189,0,753,29,False,65.66666666666667,3230.15,0.0,Twitter for Android,7
503,radhi45451,52,556,0,998,103,False,15.333333333333334,46.2,0.15,Twitter for Android,4
504,rushmukh,422,10430,22,19729,231,False,1.0,1743.1,0.8,Twitter for Android,5
505,advsuneelranga,527,6640,5,23020,1187,False,86.375,10539.2,0.45,Twitter for Android,6
506,PreetRupani,481,10233,18,8936,261,False,508.77777777777777,33.05,0.0,TweetDeck,4
507,karanin94739068,11,50,0,1943,1,False,39.46666666666667,32284.85,0.0,Twitter for Android,6
508,motherrr,571,2644,21,124,1633,False,76.33333333333333,0.2,1.05,Twitter for iPad,5
509,dannymit,74,4178,15,5148,203,False,207.25,108.65,0.0,Twitter for Android,4
510,anilsonawane145,18,630,0,113,200,False,3.0,0.25,1.05,Twitter Web Client,5
511,tannaparag,136,36,2,107,66,False,45.583333333333336,317.3,0.15,Twitter for Android,6
512,knishantmit,88,38,1,820,173,False,45.09090909090909,1943.65,0.05,Twitter for Android,5
513,sureshpprabhu,1950313,140,1479,27346,86,True,21.90909090909091,32.8,20.8,Twitter for iPhone,6
514,ovarwin,290,469,43,2682,585,False,3.75,6.3,0.2,Twitter for iPhone,5
515,AAkshatt,55450,1954,194,41981,59400,False,11.0,325.55,0.05,Twitter for iPhone,5
516,11Boms,198,5677,8,4816,97,False,220.33333333333334,197.4,0.4,TweetDeck,4
517,2c49db30e248453,100,21,0,207,403,False,1.0,22.6,0.0,Facebook,5
518,AjayKushwaha_,19337,25385,203,150240,226,False,29.0,11.85,0.45,Twitter for Android,5
519,das_debajyoti,128,10,10,2268,385,False,18.4,0.0,0.0,Facebook,4
520,techguard1,963,1125,4166,182746,217,False,88.0,0.1,0.4,IFTTT,6
521,InsaParm,132,1518,9,11235,30,False,165.29032258064515,6165.9,0.1,Twitter for Android,5
522,usha_khokhar,466,1018,18,9916,778,False,54.5,0.0,0.0,Facebook,5
523,ryf_feed,513,0,250,124200,0,False,-1,0.0,0.0,IFTTT,5
524,rambabu_14,328,9097,14,7940,276,False,75.0,124.75,0.0,TweetDeck,5
525,ArunBapat2,14,14,0,2233,57,False,114.33333333333333,123.25,0.0,Twitter for Android,4
526,FemidaFPathan1,597,21113,23,14723,77,False,3.4,85.55,0.0,Twitter for Android,5
527,SalmanNizami_,16753,13651,101,24730,1213,True,115.0,134.9,5.05,Twitter Web Client,5
528,SecNewsBot,1433,0,831,320177,14,False,-1,0.0,0.0,IFTTT,5
529,robertjrichey,21,3,10,332,24,False,1.4545454545454546,0.9,1.3,Twitter Web Client,5
530,ankitrohilla816,13,1364,0,803,31,False,302.57142857142856,10773.05,0.25,Twitter for Android,7
531,amvani,46,0,1,5229,36,False,-1,0.0,0.0,Facebook,5
532,ZoherMalkapurw2,47,8224,11,5359,146,False,45.36363636363637,308.9,0.05,Twitter for Android,4
533,manjujadhav_,703,58,20,15435,518,False,70.1,10.65,2.35,Twitter Web Client,4
534,JumlaWala,6568,1498,25,10233,6304,False,23.846153846153847,104.0,0.0,Twitter for iPhone,4
535,techno_gujju,950,2488,9,18973,159,False,17.714285714285715,151.75,0.25,Twitter for Android,5
536,SatishValaganth,247,1343,5,1124,537,False,6.25,120.75,0.0,Twitter for Android,5
537,DiljeetMann1,4,90,0,802,14,False,48.77777777777778,8772.1,0.0,Twitter for Android,5
538,jagdishgeb,18,11,1,327,37,False,-1,0.0,0.0,Twitter for Android,4
